rule_id,rule_title,rule_source,framework,framework_name,edition,relation,fit,identifier,identifier_title
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,DSP-08,Data Privacy by Design and Default
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,DSP-17,Sensitive Data Protection
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,LOG-08,Audit Logs Sanitization
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,LOG-09,Log Records
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-532,Insertion of Sensitive Information into Log File
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.8,Privacy
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,A.6.2.8,AI system recording of event logs
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,AU-3(3),Limit Personally Identifiable Information Elements
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.5.1,Follow secure coding practices
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,broad,V16,Security Logging and Error Handling
secopd,Social pressure is not authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-operator-deception.md,owasp-asi,OWASP Top 10 for Agentic Applications,2026,addresses risk,tight,ASI09,Human-Agent Trust Exploitation
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0050,Command and Scripting Interpreter
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0113,Steal Web Session Cookie
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0077,LLM Response Rendering
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-10,Output Validation
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,AIS-04,Secure Application Development Lifecycle
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-116,Improper Encoding or Escaping of Output
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-838,Inappropriate Encoding for Output Context
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SI-10(6),Injection Prevention
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.5.1,Follow secure coding practices
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V1,Encoding and Sanitization
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,cross-site-scripting-prevention,Cross Site Scripting Prevention Cheat Sheet
secenc,Encode output for its sink,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-encoding.md,owasp-web,OWASP Top 10 (Web Application Security Risks),2025,addresses risk,broad,A05,Injection
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0050,Command and Scripting Interpreter
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0077,LLM Response Rendering
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0102,Generate Malicious Commands
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-05,Application Security Testing
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-09,Input Validation
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-13,AI Sandboxing
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,TVM-13,Guardrails
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,AIS-10,Output Validation
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,AIS-04,Secure Application Development Lifecycle
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,AIS-05,Application Security Testing
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-20,Improper Input Validation
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-1426,Improper Validation of Generative AI Output
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.9,Robustness
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,SA-11,Developer Testing and Evaluation
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SI-10(6),Injection Prevention
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SI-15,Information Output Filtering
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,GOVERN 4.1,Organizational policies and practices are in place to foster a critical thinking and safety-first mindset.
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MEASURE 2.9,"The AI model is explained, validated, and documented, and AI system output is interpreted within its context."
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.5.1,Follow secure coding practices
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.7.1,Decide on code review and analysis
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.8.1,Decide on executable code testing
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V1,Encoding and Sanitization
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V2,Validation and Business Logic
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,cross-site-scripting-prevention,Cross Site Scripting Prevention Cheat Sheet
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,injection-prevention,Injection Prevention Cheat Sheet
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,owasp-llm,OWASP Top 10 for LLM Applications,2026,addresses risk,tight,LLM10,Improper Output Handling
secout,Generated output is untrusted input,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-output-handling.md,owasp-proactive,OWASP Top 10 Proactive Controls,4.0.0,supports control,tight,C3,Validate all Input & Handle Exceptions
